Device Time, 0-100kph Time(s),100,011c obd standards vehicle conforms to,120,140,160,900,0901 vin message count,902,903,904,905,906,907,908,909,090A,090B,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel pressure(psi),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor4 Voltage(V),Odometer(from ECU)(miles),pids supported 01-20,service 09 pids supported,Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
09:54.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68468285,11.51428604,0,0,24.53300285,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
09:55.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68468285,11.51428604,0,0,24.53300285,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
09:56.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68468285,11.51428604,0,0,24.53300285,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
09:57.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68468285,11.51428604,0,0,24.53300285,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
09:58.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68468285,11.51428604,0,0,24.53300285,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
09:59.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68468285,11.51428604,0,0,24.53300285,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:00.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68468285,11.51428604,0,0,24.53300285,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:01.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:02.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:03.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:04.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:05.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:06.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:07.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:08.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:09.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:10.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68409443,11.51506615,0,0,24.53133965,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:11.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:12.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:13.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:14.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:15.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:16.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:17.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:18.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:19.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68350697,11.51584435,0,0,24.52968025,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:20.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:21.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:22.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:23.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:24.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:25.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:26.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:27.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:28.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68292046,11.51662254,0,0,24.52802467,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:29.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:30.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:31.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:32.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:33.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:34.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:35.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:36.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:37.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6823349,11.51739979,0,0,24.52636909,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:38.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:39.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:40.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:41.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:42.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:43.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:44.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:45.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:46.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:47.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.6817503,11.51817513,0,0,24.52471733,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:48.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:49.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:50.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:51.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:52.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:53.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:54.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:55.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:56.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.68116665,11.51895046,0,0,24.52306747,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:57.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.680583,11.51972389,0,0,24.52142143,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,11,-
10:58.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.680583,11.51972389,0,0,24.52142143,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,10.89999962,-
10:59.6,-,2554003456,6,160,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,3,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.680583,11.51972389,0,0,24.52142143,-,-,152,0,0,-,-,-,-,-,-0.05118848,-,10.89999962,-
